"Sample","Block","ISP","trait","family","PhotoshopNames","animal","TreeOrder","Sample_Full"
"JW_31330_O_BHY_1",1,4.71383984,"qPCR","gaussian","S. aureus (JW31330OBHY1)","JW31330OBHY1",38,"JW31330OBHY1"
"JW_31330_O_BHY_1",2,5.299087306,"qPCR","gaussian","S. aureus (JW31330OBHY1)","JW31330OBHY1",38,"JW31330OBHY1"
"JW_31330_O_BHY_1",3,4.489610122,"qPCR","gaussian","S. aureus (JW31330OBHY1)","JW31330OBHY1",38,"JW31330OBHY1"
"JW_31330_O_BHY_1",4,5.692958565,"qPCR","gaussian","S. aureus (JW31330OBHY1)","JW31330OBHY1",38,"JW31330OBHY1"
"JW_31330_O_BHY_1",5,4.783519554,"qPCR","gaussian","S. aureus (JW31330OBHY1)","JW31330OBHY1",38,"JW31330OBHY1"
"JW_31330_O_BHY_1",6,4.623418858,"qPCR","gaussian","S. aureus (JW31330OBHY1)","JW31330OBHY1",38,"JW31330OBHY1"
"MU1",1,5.464599317,"qPCR","gaussian","S. aureus (MU1)","MU1",53,"MU1"
"MU1",2,4.658361517,"qPCR","gaussian","S. aureus (MU1)","MU1",53,"MU1"
"MU1",3,5.601760324,"qPCR","gaussian","S. aureus (MU1)","MU1",53,"MU1"
"MU1",4,6.618015915,"qPCR","gaussian","S. aureus (MU1)","MU1",53,"MU1"
"MU1",5,5.20183204,"qPCR","gaussian","S. aureus (MU1)","MU1",53,"MU1"
"MU1",6,5.058951765,"qPCR","gaussian","S. aureus (MU1)","MU1",53,"MU1"
"MU2",1,5.079790868,"qPCR","gaussian","S. aureus (MU2)","MU2",51,"MU2"
"MU2",2,5.45160325,"qPCR","gaussian","S. aureus (MU2)","MU2",51,"MU2"
"MU2",3,5.58699691,"qPCR","gaussian","S. aureus (MU2)","MU2",51,"MU2"
"MU2",4,5.981434105,"qPCR","gaussian","S. aureus (MU2)","MU2",51,"MU2"
"MU2",5,5.13320834,"qPCR","gaussian","S. aureus (MU2)","MU2",51,"MU2"
"P32",1,4.33174939,"qPCR","gaussian","S. aureus (P32)","P32",48,"P32"
"P32",2,4.307585412,"qPCR","gaussian","S. aureus (P32)","P32",48,"P32"
"P32",3,4.560572525,"qPCR","gaussian","S. aureus (P32)","P32",48,"P32"
"P32",4,5.489698596,"qPCR","gaussian","S. aureus (P32)","P32",48,"P32"
"P32",5,3.65423593,"qPCR","gaussian","S. aureus (P32)","P32",48,"P32"
"P32",6,3.659365481,"qPCR","gaussian","S. aureus (P32)","P32",48,"P32"
"S. caeli",1,3.886262024,"qPCR","gaussian","S. caeli","82B",10,"82B"
"S. caeli",2,4.360406543,"qPCR","gaussian","S. caeli","82B",10,"82B"
"S. caeli",3,4.319527272,"qPCR","gaussian","S. caeli","82B",10,"82B"
"S. caeli",4,5.234170489,"qPCR","gaussian","S. caeli","82B",10,"82B"
"S. caeli",5,4.295874141,"qPCR","gaussian","S. caeli","82B",10,"82B"
"S. caeli",6,4.083580864,"qPCR","gaussian","S. caeli","82B",10,"82B"
"S. edaphicus",1,3.838332028,"qPCR","gaussian","S. ediphicus","DSM104441",11,"DSM104441"
"S. edaphicus",2,5.251354184,"qPCR","gaussian","S. ediphicus","DSM104441",11,"DSM104441"
"S. edaphicus",3,4.112638085,"qPCR","gaussian","S. ediphicus","DSM104441",11,"DSM104441"
"S. edaphicus",4,4.292706101,"qPCR","gaussian","S. ediphicus","DSM104441",11,"DSM104441"
"S. edaphicus",5,3.432480377,"qPCR","gaussian","S. ediphicus","DSM104441",11,"DSM104441"
"S. edaphicus",6,3.247581733,"qPCR","gaussian","S. ediphicus","DSM104441",11,"DSM104441"
"S. epidermidis",1,4.648265272,"qPCR","gaussian","S. epidermidis","NCTC11047",16,"NCTC11047"
"S. epidermidis",2,4.851522832,"qPCR","gaussian","S. epidermidis","NCTC11047",16,"NCTC11047"
"S. epidermidis",3,4.982316151,"qPCR","gaussian","S. epidermidis","NCTC11047",16,"NCTC11047"
"S. epidermidis",4,5.301685496,"qPCR","gaussian","S. epidermidis","NCTC11047",16,"NCTC11047"
"S. epidermidis",5,5.371572319,"qPCR","gaussian","S. epidermidis","NCTC11047",16,"NCTC11047"
"S. epidermidis",6,4.865882866,"qPCR","gaussian","S. epidermidis","NCTC11047",16,"NCTC11047"
"S. haemolyticus",1,3.144272453,"qPCR","gaussian","S. haemolyticus","NCTC11042",15,"NCTC11042"
"S. haemolyticus",2,3.2208593,"qPCR","gaussian","S. haemolyticus","NCTC11042",15,"NCTC11042"
"S. haemolyticus",3,3.412232498,"qPCR","gaussian","S. haemolyticus","NCTC11042",15,"NCTC11042"
"S. haemolyticus",4,4.196973746,"qPCR","gaussian","S. haemolyticus","NCTC11042",15,"NCTC11042"
"S. haemolyticus",5,2.853674351,"qPCR","gaussian","S. haemolyticus","NCTC11042",15,"NCTC11042"
"S. haemolyticus",6,2.391201668,"qPCR","gaussian","S. haemolyticus","NCTC11042",15,"NCTC11042"
"S. hominis spp hominis",1,3.042073974,"qPCR","gaussian","S. hominis","NCTC11320",14,"NCTC11320"
"S. hominis spp hominis",2,4.332223814,"qPCR","gaussian","S. hominis","NCTC11320",14,"NCTC11320"
"S. hominis spp hominis",3,3.964356128,"qPCR","gaussian","S. hominis","NCTC11320",14,"NCTC11320"
"S. hominis spp hominis",4,4.316150919,"qPCR","gaussian","S. hominis","NCTC11320",14,"NCTC11320"
"S. hominis spp hominis",5,3.691586828,"qPCR","gaussian","S. hominis","NCTC11320",14,"NCTC11320"
"S. hominis spp hominis",6,3.744690928,"qPCR","gaussian","S. hominis","NCTC11320",14,"NCTC11320"
"S. pseudointermedius",1,1.790228997,"qPCR","gaussian","S. pseudointermedius","DSM21284",2,"DSM21284"
"S. pseudointermedius",2,1.047810458,"qPCR","gaussian","S. pseudointermedius","DSM21284",2,"DSM21284"
"S. pseudointermedius",3,0.466564283,"qPCR","gaussian","S. pseudointermedius","DSM21284",2,"DSM21284"
"S. pseudointermedius",4,1.605816817,"qPCR","gaussian","S. pseudointermedius","DSM21284",2,"DSM21284"
"S. pseudointermedius",5,0.8809694,"qPCR","gaussian","S. pseudointermedius","DSM21284",2,"DSM21284"
"S. pseudointermedius",6,0.309342036,"qPCR","gaussian","S. pseudointermedius","DSM21284",2,"DSM21284"
"S. pseudoxylosus",1,5.86257512,"qPCR","gaussian","S. pseudoxylosus","DSM107950",9,"DSM107950"
"S. pseudoxylosus",2,5.109291807,"qPCR","gaussian","S. pseudoxylosus","DSM107950",9,"DSM107950"
"S. pseudoxylosus",3,3.766172428,"qPCR","gaussian","S. pseudoxylosus","DSM107950",9,"DSM107950"
"S. pseudoxylosus",4,6.694140681,"qPCR","gaussian","S. pseudoxylosus","DSM107950",9,"DSM107950"
"S. pseudoxylosus",5,3.172567467,"qPCR","gaussian","S. pseudoxylosus","DSM107950",9,"DSM107950"
"S. pseudoxylosus",6,2.984899949,"qPCR","gaussian","S. pseudoxylosus","DSM107950",9,"DSM107950"
"S. saprophyticus spp Bovis",1,4.625046528,"qPCR","gaussian","S. saprophyticus spp bovis","DSM18669",12,"DSM18669"
"S. saprophyticus spp Bovis",2,4.529273533,"qPCR","gaussian","S. saprophyticus spp bovis","DSM18669",12,"DSM18669"
"S. saprophyticus spp Bovis",3,4.802957061,"qPCR","gaussian","S. saprophyticus spp bovis","DSM18669",12,"DSM18669"
"S. saprophyticus spp Bovis",4,5.649466955,"qPCR","gaussian","S. saprophyticus spp bovis","DSM18669",12,"DSM18669"
"S. saprophyticus spp Bovis",5,2.120824954,"qPCR","gaussian","S. saprophyticus spp bovis","DSM18669",12,"DSM18669"
"S. saprophyticus spp Bovis",6,4.464579779,"qPCR","gaussian","S. saprophyticus spp bovis","DSM18669",12,"DSM18669"
"S. saprophyticus spp saprophyticus",1,4.506310363,"qPCR","gaussian","S. saprophyticus spp saprophyticus","NCTC7292",13,"NCTC7292"
"S. saprophyticus spp saprophyticus",2,3.962812747,"qPCR","gaussian","S. saprophyticus spp saprophyticus","NCTC7292",13,"NCTC7292"
"S. saprophyticus spp saprophyticus",3,3.699175193,"qPCR","gaussian","S. saprophyticus spp saprophyticus","NCTC7292",13,"NCTC7292"
"S. saprophyticus spp saprophyticus",4,5.005102015,"qPCR","gaussian","S. saprophyticus spp saprophyticus","NCTC7292",13,"NCTC7292"
"S. saprophyticus spp saprophyticus",5,4.328879972,"qPCR","gaussian","S. saprophyticus spp saprophyticus","NCTC7292",13,"NCTC7292"
"S. saprophyticus spp saprophyticus",6,3.776389085,"qPCR","gaussian","S. saprophyticus spp saprophyticus","NCTC7292",13,"NCTC7292"
"S. schleiferi spp coagulans",1,0.981750329,"qPCR","gaussian","S. schleiferi spp coagulans","NCTC12218",3,"NCTC12218"
"S. schleiferi spp coagulans",2,1.936348053,"qPCR","gaussian","S. schleiferi spp coagulans","NCTC12218",3,"NCTC12218"
"S. schleiferi spp coagulans",3,1.059211066,"qPCR","gaussian","S. schleiferi spp coagulans","NCTC12218",3,"NCTC12218"
"S. schleiferi spp coagulans",4,1.592602202,"qPCR","gaussian","S. schleiferi spp coagulans","NCTC12218",3,"NCTC12218"
"S. schleiferi spp coagulans",5,0.646168411,"qPCR","gaussian","S. schleiferi spp coagulans","NCTC12218",3,"NCTC12218"
"S. schleiferi spp coagulans",6,0.762343714,"qPCR","gaussian","S. schleiferi spp coagulans","NCTC12218",3,"NCTC12218"
"S. schleiferi spp schleiferi",1,4.835588111,"qPCR","gaussian","S, schleiferi spp schleiferi","DSM6628",4,"DSM6628"
"S. schleiferi spp schleiferi",2,5.106322749,"qPCR","gaussian","S, schleiferi spp schleiferi","DSM6628",4,"DSM6628"
"S. schleiferi spp schleiferi",3,4.602879582,"qPCR","gaussian","S, schleiferi spp schleiferi","DSM6628",4,"DSM6628"
"S. schleiferi spp schleiferi",4,5.754123646,"qPCR","gaussian","S, schleiferi spp schleiferi","DSM6628",4,"DSM6628"
"S. schleiferi spp schleiferi",5,4.409057807,"qPCR","gaussian","S, schleiferi spp schleiferi","DSM6628",4,"DSM6628"
"S. schleiferi spp schleiferi",6,3.785365499,"qPCR","gaussian","S, schleiferi spp schleiferi","DSM6628",4,"DSM6628"
"S. simulans",1,4.689083434,"qPCR","gaussian","S. simulans","NCTC11046",5,"NCTC11046"
"S. simulans",2,4.732896243,"qPCR","gaussian","S. simulans","NCTC11046",5,"NCTC11046"
"S. simulans",3,4.342022641,"qPCR","gaussian","S. simulans","NCTC11046",5,"NCTC11046"
"S. simulans",4,4.111189529,"qPCR","gaussian","S. simulans","NCTC11046",5,"NCTC11046"
"S. simulans",5,5.1306833,"qPCR","gaussian","S. simulans","NCTC11046",5,"NCTC11046"
"S. simulans",6,4.652030254,"qPCR","gaussian","S. simulans","NCTC11046",5,"NCTC11046"
"S. xylosus",1,0.544306785,"qPCR","gaussian","S. xylosus","NCTC11043",8,"NCTC11043"
"S. xylosus",2,4.890122103,"qPCR","gaussian","S. xylosus","NCTC11043",8,"NCTC11043"
"S. xylosus",3,5.058470117,"qPCR","gaussian","S. xylosus","NCTC11043",8,"NCTC11043"
"S. xylosus",4,6.059355719,"qPCR","gaussian","S. xylosus","NCTC11043",8,"NCTC11043"
"S. xylosus",5,4.882437108,"qPCR","gaussian","S. xylosus","NCTC11043",8,"NCTC11043"
"S. xylosus",6,4.840383518,"qPCR","gaussian","S. xylosus","NCTC11043",8,"NCTC11043"
"Sa_TPS 3026 (JKD6159)",1,4.892981285,"qPCR","gaussian","S. aureus (SaTPS3026)","SaTPS3026",26,"SaTPS3026"
"Sa_TPS 3026 (JKD6159)",2,4.285795054,"qPCR","gaussian","S. aureus (SaTPS3026)","SaTPS3026",26,"SaTPS3026"
"Sa_TPS 3026 (JKD6159)",3,4.641927688,"qPCR","gaussian","S. aureus (SaTPS3026)","SaTPS3026",26,"SaTPS3026"
"Sa_TPS 3026 (JKD6159)",4,6.097292121,"qPCR","gaussian","S. aureus (SaTPS3026)","SaTPS3026",26,"SaTPS3026"
"Sa_TPS 3026 (JKD6159)",5,3.670711903,"qPCR","gaussian","S. aureus (SaTPS3026)","SaTPS3026",26,"SaTPS3026"
"Sa_TPS 3043",1,5.16057588,"qPCR","gaussian","S. aureus (SaTPS3043)","SaTPS3043",18,"SaTPS3043"
"Sa_TPS 3043",2,5.168384899,"qPCR","gaussian","S. aureus (SaTPS3043)","SaTPS3043",18,"SaTPS3043"
"Sa_TPS 3043",3,4.404263001,"qPCR","gaussian","S. aureus (SaTPS3043)","SaTPS3043",18,"SaTPS3043"
"Sa_TPS 3043",4,6.157623951,"qPCR","gaussian","S. aureus (SaTPS3043)","SaTPS3043",18,"SaTPS3043"
"Sa_TPS 3043",5,4.325647813,"qPCR","gaussian","S. aureus (SaTPS3043)","SaTPS3043",18,"SaTPS3043"
"Sa_TPS 3043",6,4.034716471,"qPCR","gaussian","S. aureus (SaTPS3043)","SaTPS3043",18,"SaTPS3043"
"Sa_TPS 3072",1,5.349401159,"qPCR","gaussian","S. aureus (SaTPS3072)","SaTPS3072",45,"SaTPS3072"
"Sa_TPS 3072",2,4.026364996,"qPCR","gaussian","S. aureus (SaTPS3072)","SaTPS3072",45,"SaTPS3072"
"Sa_TPS 3072",3,5.09726295,"qPCR","gaussian","S. aureus (SaTPS3072)","SaTPS3072",45,"SaTPS3072"
"Sa_TPS 3072",4,4.913767407,"qPCR","gaussian","S. aureus (SaTPS3072)","SaTPS3072",45,"SaTPS3072"
"Sa_TPS 3072",5,4.993761914,"qPCR","gaussian","S. aureus (SaTPS3072)","SaTPS3072",45,"SaTPS3072"
"Sa_TPS 3072",6,4.836898193,"qPCR","gaussian","S. aureus (SaTPS3072)","SaTPS3072",45,"SaTPS3072"
"Sa_TPS 3097",1,5.460218428,"qPCR","gaussian","S. aureus (SaTPS3097)","SaTPS3097",61,"SaTPS3097"
"Sa_TPS 3097",2,5.198268748,"qPCR","gaussian","S. aureus (SaTPS3097)","SaTPS3097",61,"SaTPS3097"
"Sa_TPS 3097",3,5.370405527,"qPCR","gaussian","S. aureus (SaTPS3097)","SaTPS3097",61,"SaTPS3097"
"Sa_TPS 3097",4,4.762398086,"qPCR","gaussian","S. aureus (SaTPS3097)","SaTPS3097",61,"SaTPS3097"
"Sa_TPS 3097",5,5.317592523,"qPCR","gaussian","S. aureus (SaTPS3097)","SaTPS3097",61,"SaTPS3097"
"Sa_TPS 3097",6,5.063988599,"qPCR","gaussian","S. aureus (SaTPS3097)","SaTPS3097",61,"SaTPS3097"
"Sa_TPS 3104",1,4.883127671,"qPCR","gaussian","S. aureus (SaTPS3104)","SaTPS3104",25,"SaTPS3104"
"Sa_TPS 3104",2,4.990070383,"qPCR","gaussian","S. aureus (SaTPS3104)","SaTPS3104",25,"SaTPS3104"
"Sa_TPS 3104",3,4.616569523,"qPCR","gaussian","S. aureus (SaTPS3104)","SaTPS3104",25,"SaTPS3104"
"Sa_TPS 3104",4,5.375338806,"qPCR","gaussian","S. aureus (SaTPS3104)","SaTPS3104",25,"SaTPS3104"
"Sa_TPS 3104",5,5.049955785,"qPCR","gaussian","S. aureus (SaTPS3104)","SaTPS3104",25,"SaTPS3104"
"Sa_TPS 3104",6,4.231302002,"qPCR","gaussian","S. aureus (SaTPS3104)","SaTPS3104",25,"SaTPS3104"
"Sa_TPS 3105",1,5.265856605,"qPCR","gaussian","S. aureus (SaTPS3105)","SaTPS3105",27,"SaTPS3105"
"Sa_TPS 3105",2,5.101934634,"qPCR","gaussian","S. aureus (SaTPS3105)","SaTPS3105",27,"SaTPS3105"
"Sa_TPS 3105",3,5.302996181,"qPCR","gaussian","S. aureus (SaTPS3105)","SaTPS3105",27,"SaTPS3105"
"Sa_TPS 3105",4,5.653125072,"qPCR","gaussian","S. aureus (SaTPS3105)","SaTPS3105",27,"SaTPS3105"
"Sa_TPS 3105",5,4.542337031,"qPCR","gaussian","S. aureus (SaTPS3105)","SaTPS3105",27,"SaTPS3105"
"Sa_TPS 3105",6,4.764128406,"qPCR","gaussian","S. aureus (SaTPS3105)","SaTPS3105",27,"SaTPS3105"
"SAR_10_18_S1",1,3.841672858,"qPCR","gaussian","S. aureus (SAR1018S1)","SAR1018S1",54,"SAR1018S1"
"SAR_10_18_S1",2,4.175793275,"qPCR","gaussian","S. aureus (SAR1018S1)","SAR1018S1",54,"SAR1018S1"
"SAR_10_18_S1",3,4.36319378,"qPCR","gaussian","S. aureus (SAR1018S1)","SAR1018S1",54,"SAR1018S1"
"SAR_10_18_S1",4,5.585335224,"qPCR","gaussian","S. aureus (SAR1018S1)","SAR1018S1",54,"SAR1018S1"
"SAR_10_18_S1",5,4.032882295,"qPCR","gaussian","S. aureus (SAR1018S1)","SAR1018S1",54,"SAR1018S1"
"SAR_10_18_S1",6,3.996491682,"qPCR","gaussian","S. aureus (SAR1018S1)","SAR1018S1",54,"SAR1018S1"
"SAR_12_18_N_1",1,5.109493498,"qPCR","gaussian","S. aureus (SAR1218N1)","SAR1218N1",33,"SAR1218N1"
"SAR_12_18_N_1",2,2.411634982,"qPCR","gaussian","S. aureus (SAR1218N1)","SAR1218N1",33,"SAR1218N1"
"SAR_12_18_N_1",3,0.285939663,"qPCR","gaussian","S. aureus (SAR1218N1)","SAR1218N1",33,"SAR1218N1"
"SAR_12_18_N_1",4,0.470589355,"qPCR","gaussian","S. aureus (SAR1218N1)","SAR1218N1",33,"SAR1218N1"
"SAR_12_18_N_1",5,-0.223093631,"qPCR","gaussian","S. aureus (SAR1218N1)","SAR1218N1",33,"SAR1218N1"
"SAR_12_18_N_1",6,-0.112202609,"qPCR","gaussian","S. aureus (SAR1218N1)","SAR1218N1",33,"SAR1218N1"
"SAR_14_18_N1",1,5.437332924,"qPCR","gaussian","S. aureus (SAR1418N1)","SAR1418N1",29,"SAR1418N1"
"SAR_14_18_N1",2,4.222891224,"qPCR","gaussian","S. aureus (SAR1418N1)","SAR1418N1",29,"SAR1418N1"
"SAR_14_18_N1",3,4.683909933,"qPCR","gaussian","S. aureus (SAR1418N1)","SAR1418N1",29,"SAR1418N1"
"SAR_14_18_N1",4,5.764576912,"qPCR","gaussian","S. aureus (SAR1418N1)","SAR1418N1",29,"SAR1418N1"
"SAR_14_18_N1",5,4.625744917,"qPCR","gaussian","S. aureus (SAR1418N1)","SAR1418N1",29,"SAR1418N1"
"SAR_14_18_N1",6,4.427596137,"qPCR","gaussian","S. aureus (SAR1418N1)","SAR1418N1",29,"SAR1418N1"
"USFL008",1,5.192606073,"qPCR","gaussian","S. aureus (USFL008)","USFL008",64,"USFL008"
"USFL008",2,5.219761688,"qPCR","gaussian","S. aureus (USFL008)","USFL008",64,"USFL008"
"USFL008",3,4.400152135,"qPCR","gaussian","S. aureus (USFL008)","USFL008",64,"USFL008"
"USFL008",4,6.367540596,"qPCR","gaussian","S. aureus (USFL008)","USFL008",64,"USFL008"
"USFL008",5,4.187973852,"qPCR","gaussian","S. aureus (USFL008)","USFL008",64,"USFL008"
"USFL008",6,5.219524476,"qPCR","gaussian","S. aureus (USFL008)","USFL008",64,"USFL008"
"USFL009",1,4.914118408,"qPCR","gaussian","S. aureus (USFL009)","USFL009",60,"USFL009"
"USFL009",2,4.166026959,"qPCR","gaussian","S. aureus (USFL009)","USFL009",60,"USFL009"
"USFL009",3,4.156456614,"qPCR","gaussian","S. aureus (USFL009)","USFL009",60,"USFL009"
"USFL009",4,6.276318874,"qPCR","gaussian","S. aureus (USFL009)","USFL009",60,"USFL009"
"USFL009",6,4.593908286,"qPCR","gaussian","S. aureus (USFL009)","USFL009",60,"USFL009"
"USFL012",1,5.318542273,"qPCR","gaussian","S. aureus (USFL012)","USFL012",58,"USFL012"
"USFL012",2,4.235516723,"qPCR","gaussian","S. aureus (USFL012)","USFL012",58,"USFL012"
"USFL012",3,5.247453738,"qPCR","gaussian","S. aureus (USFL012)","USFL012",58,"USFL012"
"USFL012",4,6.192398936,"qPCR","gaussian","S. aureus (USFL012)","USFL012",58,"USFL012"
"USFL012",5,5.312172779,"qPCR","gaussian","S. aureus (USFL012)","USFL012",58,"USFL012"
"USFL012",6,3.337984352,"qPCR","gaussian","S. aureus (USFL012)","USFL012",58,"USFL012"
"USFL016",1,5.461372878,"qPCR","gaussian","S. aureus (USFL016)","USFL016",63,"USFL016"
"USFL016",2,5.446293382,"qPCR","gaussian","S. aureus (USFL016)","USFL016",63,"USFL016"
"USFL016",3,5.37175384,"qPCR","gaussian","S. aureus (USFL016)","USFL016",63,"USFL016"
"USFL016",4,5.353544536,"qPCR","gaussian","S. aureus (USFL016)","USFL016",63,"USFL016"
"USFL016",5,5.388196399,"qPCR","gaussian","S. aureus (USFL016)","USFL016",63,"USFL016"
"USFL016",6,5.421942765,"qPCR","gaussian","S. aureus (USFL016)","USFL016",63,"USFL016"
"USFL018",1,4.297119201,"qPCR","gaussian","S. aureus (USFL018)","USFL018",62,"USFL018"
"USFL018",2,3.798602992,"qPCR","gaussian","S. aureus (USFL018)","USFL018",62,"USFL018"
"USFL018",3,3.293224804,"qPCR","gaussian","S. aureus (USFL018)","USFL018",62,"USFL018"
"USFL018",4,4.506447332,"qPCR","gaussian","S. aureus (USFL018)","USFL018",62,"USFL018"
"USFL018",5,4.144345575,"qPCR","gaussian","S. aureus (USFL018)","USFL018",62,"USFL018"
"USFL018",6,3.907285657,"qPCR","gaussian","S. aureus (USFL018)","USFL018",62,"USFL018"
"USFL020",1,5.127251257,"qPCR","gaussian","S. aureus (USFL020)","USFL020",59,"USFL020"
"USFL020",2,4.383204749,"qPCR","gaussian","S. aureus (USFL020)","USFL020",59,"USFL020"
"USFL020",3,5.408506592,"qPCR","gaussian","S. aureus (USFL020)","USFL020",59,"USFL020"
"USFL020",4,5.841516567,"qPCR","gaussian","S. aureus (USFL020)","USFL020",59,"USFL020"
"USFL020",5,3.941603077,"qPCR","gaussian","S. aureus (USFL020)","USFL020",59,"USFL020"
"USFL020",6,5.42585164,"qPCR","gaussian","S. aureus (USFL020)","USFL020",59,"USFL020"
"S. saprophyticus spp Bovis",1,0.878099174,"OD","gaussian","S. saprophyticus spp bovis","DSM18669",12,"DSM18669"
"S. caeli",1,0.747787611,"OD","gaussian","S. caeli","82B",10,"82B"
"DEU1",1,0.738794436,"OD","gaussian","S. aureus (DEU1)","DEU1",52,"DEU1"
"P32",1,0.289644013,"OD","gaussian","S. aureus (P32)","P32",48,"P32"
"DAR_09_18_1_3",1,0.1936,"OD","gaussian","S. aureus (DAR091813)","DAR091813",31,"DAR091813"
"27_4_5_SW",1,0.635437882,"OD","gaussian","S. napaliensis","2745SW",7,"2745SW"
"S. xylosus",1,0.771676301,"OD","gaussian","S. xylosus","NCTC11043",8,"NCTC11043"
"B_128_S3",1,0.89233279,"OD","gaussian","S. aureus (B128S3)","B128S3",46,"B128S3"
"S. saprophyticus spp saprophyticus",1,0.145114943,"OD","gaussian","S. saprophyticus spp saprophyticus","NCTC7292",13,"NCTC7292"
"2_7_1_Y",1,0.831187411,"OD","gaussian","S. kloosii","271Y",6,"271Y"
"USFL009",1,0.708860759,"OD","gaussian","S. aureus (USFL009)","USFL009",60,"USFL009"
"USFL018",1,0.526666667,"OD","gaussian","S. aureus (USFL018)","USFL018",62,"USFL018"
"DAR_06_18_1_LC1",1,0.927107062,"OD","gaussian","S. aureus (DAR06181LC1)","DAR06181LC1",28,"DAR06181LC1"
"DEU2",1,0.668292683,"OD","gaussian","S. aureus (DEU2)","DEU2",50,"DEU2"
"JW_31330_L_BHY_2",1,0.681904762,"OD","gaussian","S. aureus (JW31330LBHY2)","JW31330LBHY2",37,"JW31330LBHY2"
"SAR_10_18_S1",1,0.37987988,"OD","gaussian","S. aureus (SAR1018S1)","SAR1018S1",54,"SAR1018S1"
"ASARM 61",1,0.873180873,"OD","gaussian","S. aureus (ASARM61)","ASARM61",42,"ASARM61"
"JW 32660_O5",1,0.919332406,"OD","gaussian","S. aureus (JW32660O5)","JW32660O5",36,"JW32660O5"
"EOE 3",1,0.903878583,"OD","gaussian","S. aureus (EOE003)","EOE003",22,"EOE003"
"AR_05_S1",1,0.926799007,"OD","gaussian","S. aureus (AR05S1)","AR05S1",30,"AR05S1"
"S. epidermidis",1,0.766839378,"OD","gaussian","S. epidermidis","NCTC11047",16,"NCTC11047"
"S. edaphicus",1,0.710227273,"OD","gaussian","S. ediphicus","DSM104441",11,"DSM104441"
"MU2",1,0.914438503,"OD","gaussian","S. aureus (MU2)","MU2",51,"MU2"
"EOE 42",1,0.899854862,"OD","gaussian","S. aureus (EOE042)","EOE042",20,"EOE042"
"Sa_TPS 3104",1,0.894259819,"OD","gaussian","S. aureus (SaTPS3104)","SaTPS3104",25,"SaTPS3104"
"MU1",1,0.922316384,"OD","gaussian","S. aureus (MU1)","MU1",53,"MU1"
"AR_039_18_O1",1,0.771558245,"OD","gaussian","S. aureus (AR03918O1)","AR03918O1",32,"AR03918O1"
"ASARM 74",1,0.594594595,"OD","gaussian","S. aureus (ASARM74)","ASARM74",41,"ASARM74"
"S. pseudointermedius",1,-0.006993007,"OD","gaussian","S. pseudointermedius","DSM21284",2,"DSM21284"
"13_S44_S9",1,0.810538117,"OD","gaussian","S. aureus (13S44S9)*","13S44S9EO",56,"13S44S9EO"
"S. hominis spp hominis",1,0.662092624,"OD","gaussian","S. hominis","NCTC11320",14,"NCTC11320"
"ASARM 70",1,0.83047619,"OD","gaussian","S. aureus (ASARM70)","ASARM70",40,"ASARM70"
"S. pseudoxylosus",1,0.587699317,"OD","gaussian","S. pseudoxylosus","DSM107950",9,"DSM107950"
"ASARM 71",1,0.333333333,"OD","gaussian","S. aureus (ASARM71)","ASARM71",43,"ASARM71"
"SAR_12_18_N_1",1,0.027707809,"OD","gaussian","S. aureus (SAR1218N1)","SAR1218N1",33,"SAR1218N1"
"ASARM 73",1,0.923728814,"OD","gaussian","S. aureus (ASARM73)","ASARM73",39,"ASARM73"
"Sa_TPS 3072",1,0.692307692,"OD","gaussian","S. aureus (SaTPS3072)","SaTPS3072",45,"SaTPS3072"
"JW_30866_O BHY_3",1,0.436105477,"OD","gaussian","S. aureus (JW30866OBHY3)","JW30866OBHY3",35,"JW30866OBHY3"
"B_142_S1",1,0.919629057,"OD","gaussian","S. aureus (B142S1)","B142S1",47,"B142S1"
"Sa_TPS 3097",1,0.527083333,"OD","gaussian","S. aureus (SaTPS3097)","SaTPS3097",61,"SaTPS3097"
"USFL012",1,0.615508885,"OD","gaussian","S. aureus (USFL012)","USFL012",58,"USFL012"
"S. schleiferi spp schleiferi",1,0.834515366,"OD","gaussian","S, schleiferi spp schleiferi","DSM6628",4,"DSM6628"
"Sa_TPS 3043",1,0.788184438,"OD","gaussian","S. aureus (SaTPS3043)","SaTPS3043",18,"SaTPS3043"
"Sa_TPS 3105",1,0.894837476,"OD","gaussian","S. aureus (SaTPS3105)","SaTPS3105",27,"SaTPS3105"
"EOE 30",1,0.683185841,"OD","gaussian","S. aureus (EOE030)","EOE030",23,"EOE030"
"USFL020",1,0.835671343,"OD","gaussian","S. aureus (USFL020)","USFL020",59,"USFL020"
"ASARM 72",1,0.507042254,"OD","gaussian","S. aureus (ASARM72)","ASARM72",44,"ASARM72"
"EOE 41",1,0.133333333,"OD","gaussian","S. aureus (EOE041)","EOE041",19,"EOE041"
"Sa_TPS 3026 (JKD6159)",1,0.627486438,"OD","gaussian","S. aureus (SaTPS3026)","SaTPS3026",26,"SaTPS3026"
"USFL016",1,0.841025641,"OD","gaussian","S. aureus (USFL016)","USFL016",63,"USFL016"
"27_4_20_LC",1,0.166666667,"OD","gaussian","S. simiae","27420LC",17,"27420LC"
"S. schleiferi spp coagulans",1,0.168421053,"OD","gaussian","S. schleiferi spp coagulans","NCTC12218",3,"NCTC12218"
"HU25",1,0.673144876,"OD","gaussian","S. aureus (HU25)","HU25",49,"HU25"
