"Sample","Block","ISP","trait","family","PhotoshopNames","animal","TreeOrder","Sample_Full"
"EOE 42",5,460000,"ST_Cont","gaussian","S. aureus (EOE042)","EOE042",20,"EOE042"
"ASARM 61",5,4e+05,"ST_Cont","gaussian","S. aureus (ASARM61)","ASARM61",42,"ASARM61"
"ASARM 70",5,26000,"ST_Cont","gaussian","S. aureus (ASARM70)","ASARM70",40,"ASARM70"
"ASARM 71",5,380000,"ST_Cont","gaussian","S. aureus (ASARM71)","ASARM71",43,"ASARM71"
"ASARM 72",5,5e+05,"ST_Cont","gaussian","S. aureus (ASARM72)","ASARM72",44,"ASARM72"
"ASARM 73",5,46000,"ST_Cont","gaussian","S. aureus (ASARM73)","ASARM73",39,"ASARM73"
"ASARM 74",5,580000,"ST_Cont","gaussian","S. aureus (ASARM74)","ASARM74",41,"ASARM74"
"MU1",5,540000,"ST_Cont","gaussian","S. aureus (MU1)","MU1",53,"MU1"
"MU2",5,42000,"ST_Cont","gaussian","S. aureus (MU2)","MU2",51,"MU2"
"DEU1",5,340000,"ST_Cont","gaussian","S. aureus (DEU1)","DEU1",52,"DEU1"
"DEU2",5,54000,"ST_Cont","gaussian","S. aureus (DEU2)","DEU2",50,"DEU2"
"HU25",5,440000,"ST_Cont","gaussian","S. aureus (HU25)","HU25",49,"HU25"
"S. saprophyticus spp Bovis",5,40000,"ST_Cont","gaussian","S. saprophyticus spp bovis","DSM18669",12,"DSM18669"
"S. hominis spp hominis",5,240000,"ST_Cont","gaussian","S. hominis","NCTC11320",14,"NCTC11320"
"S. pseudoxylosus",5,2e+05,"ST_Cont","gaussian","S. pseudoxylosus","DSM107950",9,"DSM107950"
"S. edaphicus",5,56000,"ST_Cont","gaussian","S. ediphicus","DSM104441",11,"DSM104441"
"S. caeli",5,460000,"ST_Cont","gaussian","S. caeli","82B",10,"82B"
"S. saprophyticus spp saprophyticus",5,180000,"ST_Cont","gaussian","S. saprophyticus spp saprophyticus","NCTC7292",13,"NCTC7292"
"S. schleiferi spp schleiferi",5,520000,"ST_Cont","gaussian","S, schleiferi spp schleiferi","DSM6628",4,"DSM6628"
"8325-4",5,1600,"ST_Cont","gaussian","S. aureus (8325-4)","83254",57,"83254"
"JW_31330_O_BHY_1",6,118000,"ST_Cont","gaussian","S. aureus (JW31330OBHY1)","JW31330OBHY1",38,"JW31330OBHY1"
"JW_31330_L_BHY_2",6,640000,"ST_Cont","gaussian","S. aureus (JW31330LBHY2)","JW31330LBHY2",37,"JW31330LBHY2"
"JW_30866_O BHY_3",6,26000,"ST_Cont","gaussian","S. aureus (JW30866OBHY3)","JW30866OBHY3",35,"JW30866OBHY3"
"JW 32660_O5",6,13400,"ST_Cont","gaussian","S. aureus (JW32660O5)","JW32660O5",36,"JW32660O5"
"B_142_S1",6,320000,"ST_Cont","gaussian","S. aureus (B142S1)","B142S1",47,"B142S1"
"B_128_S3",6,640000,"ST_Cont","gaussian","S. aureus (B128S3)","B128S3",46,"B128S3"
"AR_056_18_O1",6,620000,"ST_Cont","gaussian","S. aureus (AR05618O1)","AR05618O1",34,"AR05618O1"
"SAR_10_18_S1",6,42000,"ST_Cont","gaussian","S. aureus (SAR1018S1)","SAR1018S1",54,"SAR1018S1"
"SAR_14_18_N1",6,74000,"ST_Cont","gaussian","S. aureus (SAR1418N1)","SAR1418N1",29,"SAR1418N1"
"DAR_04_18_1_C1",6,5600,"ST_Cont","gaussian","S. aureus (DAR04181C1)","DAR04181C1",55,"DAR04181C1"
"DAR_06_18_1_LC1",6,560000,"ST_Cont","gaussian","S. aureus (DAR06181LC1)","DAR06181LC1",28,"DAR06181LC1"
"21_11_F7_LW",6,7e+05,"ST_Cont","gaussian","S. sciuri","2111F7LW",1,"2111F7LW"
"27_4_5_SW",6,380000,"ST_Cont","gaussian","S. napaliensis","2745SW",7,"2745SW"
"EOE 3",6,680000,"ST_Cont","gaussian","S. aureus (EOE003)","EOE003",22,"EOE003"
"EOE 23",6,32000,"ST_Cont","gaussian","S. aureus (EOE023)","EOE023",21,"EOE023"
"EOE 30",6,92000,"ST_Cont","gaussian","S. aureus (EOE030)","EOE030",23,"EOE030"
"EOE 35",6,7e+05,"ST_Cont","gaussian","S. aureus (EOE035)","EOE035",24,"EOE035"
"EOE 41",6,7e+05,"ST_Cont","gaussian","S. aureus (EOE041)","EOE041",19,"EOE041"
"EOE 42",6,70000,"ST_Cont","gaussian","S. aureus (EOE042)","EOE042",20,"EOE042"
"ASARM 61",6,5e+05,"ST_Cont","gaussian","S. aureus (ASARM61)","ASARM61",42,"ASARM61"
"ASARM 70",6,580000,"ST_Cont","gaussian","S. aureus (ASARM70)","ASARM70",40,"ASARM70"
"ASARM 71",6,340000,"ST_Cont","gaussian","S. aureus (ASARM71)","ASARM71",43,"ASARM71"
"ASARM 72",6,56000,"ST_Cont","gaussian","S. aureus (ASARM72)","ASARM72",44,"ASARM72"
"ASARM 73",6,880000,"ST_Cont","gaussian","S. aureus (ASARM73)","ASARM73",39,"ASARM73"
"ASARM 74",6,440000,"ST_Cont","gaussian","S. aureus (ASARM74)","ASARM74",41,"ASARM74"
"MU1",6,240000,"ST_Cont","gaussian","S. aureus (MU1)","MU1",53,"MU1"
"MU2",6,78000,"ST_Cont","gaussian","S. aureus (MU2)","MU2",51,"MU2"
"DEU1",6,48000,"ST_Cont","gaussian","S. aureus (DEU1)","DEU1",52,"DEU1"
"HU25",6,7e+05,"ST_Cont","gaussian","S. aureus (HU25)","HU25",49,"HU25"
"P32",6,5000,"ST_Cont","gaussian","S. aureus (P32)","P32",48,"P32"
"13_S44_S9",6,134000,"ST_Cont","gaussian","S. aureus (13S44S9)*","13S44S9EO",56,"13S44S9EO"
"S. saprophyticus spp Bovis",6,62000,"ST_Cont","gaussian","S. saprophyticus spp bovis","DSM18669",12,"DSM18669"
"S. epidermidis",6,320000,"ST_Cont","gaussian","S. epidermidis","NCTC11047",16,"NCTC11047"
"S. hominis spp hominis",6,440000,"ST_Cont","gaussian","S. hominis","NCTC11320",14,"NCTC11320"
"S. pseudoxylosus",6,2e+05,"ST_Cont","gaussian","S. pseudoxylosus","DSM107950",9,"DSM107950"
"S. edaphicus",6,380000,"ST_Cont","gaussian","S. ediphicus","DSM104441",11,"DSM104441"
"S. caeli",6,104000,"ST_Cont","gaussian","S. caeli","82B",10,"82B"
"S. saprophyticus spp saprophyticus",6,240000,"ST_Cont","gaussian","S. saprophyticus spp saprophyticus","NCTC7292",13,"NCTC7292"
"S. schleiferi spp schleiferi",6,6e+05,"ST_Cont","gaussian","S, schleiferi spp schleiferi","DSM6628",4,"DSM6628"
"8325-4",6,540000,"ST_Cont","gaussian","S. aureus (8325-4)","83254",57,"83254"
"13_S44_S9",1,5.246956738,"qPCR","gaussian","S. aureus (13S44S9)*","13S44S9EO",56,"13S44S9EO"
"13_S44_S9",2,4.815574131,"qPCR","gaussian","S. aureus (13S44S9)*","13S44S9EO",56,"13S44S9EO"
"13_S44_S9",3,4.472956541,"qPCR","gaussian","S. aureus (13S44S9)*","13S44S9EO",56,"13S44S9EO"
"13_S44_S9",4,5.268086033,"qPCR","gaussian","S. aureus (13S44S9)*","13S44S9EO",56,"13S44S9EO"
"13_S44_S9",5,5.302392917,"qPCR","gaussian","S. aureus (13S44S9)*","13S44S9EO",56,"13S44S9EO"
"13_S44_S9",6,4.869648451,"qPCR","gaussian","S. aureus (13S44S9)*","13S44S9EO",56,"13S44S9EO"
"2_7_1_Y",1,5.060463237,"qPCR","gaussian","S. kloosii","271Y",6,"271Y"
"2_7_1_Y",2,5.003147126,"qPCR","gaussian","S. kloosii","271Y",6,"271Y"
"2_7_1_Y",3,5.180542296,"qPCR","gaussian","S. kloosii","271Y",6,"271Y"
"2_7_1_Y",4,5.849783754,"qPCR","gaussian","S. kloosii","271Y",6,"271Y"
"2_7_1_Y",5,3.737363256,"qPCR","gaussian","S. kloosii","271Y",6,"271Y"
"2_7_1_Y",6,5.105487992,"qPCR","gaussian","S. kloosii","271Y",6,"271Y"
"21_11_F7_LW",1,5.81254243,"qPCR","gaussian","S. sciuri","2111F7LW",1,"2111F7LW"
"21_11_F7_LW",2,5.334365313,"qPCR","gaussian","S. sciuri","2111F7LW",1,"2111F7LW"
"21_11_F7_LW",3,4.889669353,"qPCR","gaussian","S. sciuri","2111F7LW",1,"2111F7LW"
"21_11_F7_LW",4,5.414178298,"qPCR","gaussian","S. sciuri","2111F7LW",1,"2111F7LW"
"21_11_F7_LW",5,5.226589951,"qPCR","gaussian","S. sciuri","2111F7LW",1,"2111F7LW"
"21_11_F7_LW",6,5.102014407,"qPCR","gaussian","S. sciuri","2111F7LW",1,"2111F7LW"
"27_4_20_LC",1,0.389858529,"qPCR","gaussian","S. simiae","27420LC",17,"27420LC"
"27_4_20_LC",2,-0.249817569,"qPCR","gaussian","S. simiae","27420LC",17,"27420LC"
"27_4_20_LC",3,-0.176757288,"qPCR","gaussian","S. simiae","27420LC",17,"27420LC"
"27_4_20_LC",4,0.557730314,"qPCR","gaussian","S. simiae","27420LC",17,"27420LC"
"27_4_20_LC",5,-0.084954277,"qPCR","gaussian","S. simiae","27420LC",17,"27420LC"
"27_4_20_LC",6,-0.240656925,"qPCR","gaussian","S. simiae","27420LC",17,"27420LC"
"27_4_5_SW",1,5.194761448,"qPCR","gaussian","S. napaliensis","2745SW",7,"2745SW"
"27_4_5_SW",2,2.921345292,"qPCR","gaussian","S. napaliensis","2745SW",7,"2745SW"
"27_4_5_SW",3,4.844836354,"qPCR","gaussian","S. napaliensis","2745SW",7,"2745SW"
"27_4_5_SW",4,5.904068794,"qPCR","gaussian","S. napaliensis","2745SW",7,"2745SW"
"27_4_5_SW",5,3.910417573,"qPCR","gaussian","S. napaliensis","2745SW",7,"2745SW"
"8325-4",1,5.100609801,"qPCR","gaussian","S. aureus (8325-4)","83254",57,"83254"
"8325-4",2,5.07181568,"qPCR","gaussian","S. aureus (8325-4)","83254",57,"83254"
"8325-4",3,4.196258499,"qPCR","gaussian","S. aureus (8325-4)","83254",57,"83254"
"8325-4",4,5.98447812,"qPCR","gaussian","S. aureus (8325-4)","83254",57,"83254"
"8325-4",5,5.112157312,"qPCR","gaussian","S. aureus (8325-4)","83254",57,"83254"
"8325-4",6,4.248864694,"qPCR","gaussian","S. aureus (8325-4)","83254",57,"83254"
"AR_039_18_O1",1,4.06463223,"qPCR","gaussian","S. aureus (AR03918O1)","AR03918O1",32,"AR03918O1"
"AR_039_18_O1",2,3.253606548,"qPCR","gaussian","S. aureus (AR03918O1)","AR03918O1",32,"AR03918O1"
"AR_039_18_O1",3,2.244836067,"qPCR","gaussian","S. aureus (AR03918O1)","AR03918O1",32,"AR03918O1"
"AR_039_18_O1",4,2.786492283,"qPCR","gaussian","S. aureus (AR03918O1)","AR03918O1",32,"AR03918O1"
"AR_039_18_O1",5,1.819703446,"qPCR","gaussian","S. aureus (AR03918O1)","AR03918O1",32,"AR03918O1"
"AR_039_18_O1",6,3.697748912,"qPCR","gaussian","S. aureus (AR03918O1)","AR03918O1",32,"AR03918O1"
"AR_05_S1",1,3.390885557,"qPCR","gaussian","S. aureus (AR05S1)","AR05S1",30,"AR05S1"
"AR_05_S1",2,1.884245481,"qPCR","gaussian","S. aureus (AR05S1)","AR05S1",30,"AR05S1"
"AR_05_S1",3,3.150028749,"qPCR","gaussian","S. aureus (AR05S1)","AR05S1",30,"AR05S1"
"AR_05_S1",4,3.225057766,"qPCR","gaussian","S. aureus (AR05S1)","AR05S1",30,"AR05S1"
"AR_05_S1",5,3.797362146,"qPCR","gaussian","S. aureus (AR05S1)","AR05S1",30,"AR05S1"
"AR_05_S1",6,0.789876218,"qPCR","gaussian","S. aureus (AR05S1)","AR05S1",30,"AR05S1"
"AR_056_18_O1",1,4.93605055,"qPCR","gaussian","S. aureus (AR05618O1)","AR05618O1",34,"AR05618O1"
"AR_056_18_O1",2,4.800947987,"qPCR","gaussian","S. aureus (AR05618O1)","AR05618O1",34,"AR05618O1"
"AR_056_18_O1",3,5.306247606,"qPCR","gaussian","S. aureus (AR05618O1)","AR05618O1",34,"AR05618O1"
"AR_056_18_O1",4,5.234591931,"qPCR","gaussian","S. aureus (AR05618O1)","AR05618O1",34,"AR05618O1"
"AR_056_18_O1",5,4.994151446,"qPCR","gaussian","S. aureus (AR05618O1)","AR05618O1",34,"AR05618O1"
"AR_056_18_O1",6,4.996421213,"qPCR","gaussian","S. aureus (AR05618O1)","AR05618O1",34,"AR05618O1"
"ASARM 61",1,4.891373785,"qPCR","gaussian","S. aureus (ASARM61)","ASARM61",42,"ASARM61"
"ASARM 61",2,4.637029328,"qPCR","gaussian","S. aureus (ASARM61)","ASARM61",42,"ASARM61"
"ASARM 61",3,4.334571848,"qPCR","gaussian","S. aureus (ASARM61)","ASARM61",42,"ASARM61"
"ASARM 61",4,4.890908694,"qPCR","gaussian","S. aureus (ASARM61)","ASARM61",42,"ASARM61"
"ASARM 61",5,4.477717631,"qPCR","gaussian","S. aureus (ASARM61)","ASARM61",42,"ASARM61"
"ASARM 61",6,4.618118322,"qPCR","gaussian","S. aureus (ASARM61)","ASARM61",42,"ASARM61"
"ASARM 70",1,4.816141272,"qPCR","gaussian","S. aureus (ASARM70)","ASARM70",40,"ASARM70"
"ASARM 70",2,4.977669753,"qPCR","gaussian","S. aureus (ASARM70)","ASARM70",40,"ASARM70"
"ASARM 70",3,4.01437467,"qPCR","gaussian","S. aureus (ASARM70)","ASARM70",40,"ASARM70"
"ASARM 70",4,5.986190981,"qPCR","gaussian","S. aureus (ASARM70)","ASARM70",40,"ASARM70"
"ASARM 70",5,4.873708442,"qPCR","gaussian","S. aureus (ASARM70)","ASARM70",40,"ASARM70"
"ASARM 70",6,5.226660693,"qPCR","gaussian","S. aureus (ASARM70)","ASARM70",40,"ASARM70"
"ASARM 71",1,3.927445937,"qPCR","gaussian","S. aureus (ASARM71)","ASARM71",43,"ASARM71"
"ASARM 71",2,4.761358328,"qPCR","gaussian","S. aureus (ASARM71)","ASARM71",43,"ASARM71"
"ASARM 71",3,6.032375906,"qPCR","gaussian","S. aureus (ASARM71)","ASARM71",43,"ASARM71"
"ASARM 71",4,6.946340601,"qPCR","gaussian","S. aureus (ASARM71)","ASARM71",43,"ASARM71"
"ASARM 71",5,4.073165527,"qPCR","gaussian","S. aureus (ASARM71)","ASARM71",43,"ASARM71"
"ASARM 71",6,3.349050215,"qPCR","gaussian","S. aureus (ASARM71)","ASARM71",43,"ASARM71"
"ASARM 72",1,4.515028794,"qPCR","gaussian","S. aureus (ASARM72)","ASARM72",44,"ASARM72"
"ASARM 72",2,4.476984021,"qPCR","gaussian","S. aureus (ASARM72)","ASARM72",44,"ASARM72"
"ASARM 72",3,4.783789879,"qPCR","gaussian","S. aureus (ASARM72)","ASARM72",44,"ASARM72"
"ASARM 72",4,6.139252391,"qPCR","gaussian","S. aureus (ASARM72)","ASARM72",44,"ASARM72"
"ASARM 72",5,5.102804912,"qPCR","gaussian","S. aureus (ASARM72)","ASARM72",44,"ASARM72"
"ASARM 72",6,5.641654023,"qPCR","gaussian","S. aureus (ASARM72)","ASARM72",44,"ASARM72"
"ASARM 73",1,5.112158516,"qPCR","gaussian","S. aureus (ASARM73)","ASARM73",39,"ASARM73"
"ASARM 73",2,5.058070651,"qPCR","gaussian","S. aureus (ASARM73)","ASARM73",39,"ASARM73"
"ASARM 73",3,5.242192938,"qPCR","gaussian","S. aureus (ASARM73)","ASARM73",39,"ASARM73"
"ASARM 73",4,6.023709252,"qPCR","gaussian","S. aureus (ASARM73)","ASARM73",39,"ASARM73"
"ASARM 73",5,5.146256184,"qPCR","gaussian","S. aureus (ASARM73)","ASARM73",39,"ASARM73"
"ASARM 73",6,4.8882509,"qPCR","gaussian","S. aureus (ASARM73)","ASARM73",39,"ASARM73"
"ASARM 74",1,4.902882463,"qPCR","gaussian","S. aureus (ASARM74)","ASARM74",41,"ASARM74"
"ASARM 74",2,4.827510573,"qPCR","gaussian","S. aureus (ASARM74)","ASARM74",41,"ASARM74"
"ASARM 74",3,5.410205003,"qPCR","gaussian","S. aureus (ASARM74)","ASARM74",41,"ASARM74"
"ASARM 74",4,6.314583399,"qPCR","gaussian","S. aureus (ASARM74)","ASARM74",41,"ASARM74"
"ASARM 74",5,4.935614358,"qPCR","gaussian","S. aureus (ASARM74)","ASARM74",41,"ASARM74"
"ASARM 74",6,5.114394567,"qPCR","gaussian","S. aureus (ASARM74)","ASARM74",41,"ASARM74"
"B_128_S3",1,4.868113499,"qPCR","gaussian","S. aureus (B128S3)","B128S3",46,"B128S3"
"B_128_S3",2,5.076872382,"qPCR","gaussian","S. aureus (B128S3)","B128S3",46,"B128S3"
"B_128_S3",3,5.064443456,"qPCR","gaussian","S. aureus (B128S3)","B128S3",46,"B128S3"
"B_128_S3",4,6.004359646,"qPCR","gaussian","S. aureus (B128S3)","B128S3",46,"B128S3"
"B_128_S3",5,5.031944859,"qPCR","gaussian","S. aureus (B128S3)","B128S3",46,"B128S3"
"B_128_S3",6,4.963639046,"qPCR","gaussian","S. aureus (B128S3)","B128S3",46,"B128S3"
"B_142_S1",1,4.745972986,"qPCR","gaussian","S. aureus (B142S1)","B142S1",47,"B142S1"
"B_142_S1",2,4.782856987,"qPCR","gaussian","S. aureus (B142S1)","B142S1",47,"B142S1"
"B_142_S1",3,4.945773518,"qPCR","gaussian","S. aureus (B142S1)","B142S1",47,"B142S1"
"B_142_S1",4,5.787940151,"qPCR","gaussian","S. aureus (B142S1)","B142S1",47,"B142S1"
"B_142_S1",5,4.673238119,"qPCR","gaussian","S. aureus (B142S1)","B142S1",47,"B142S1"
"B_142_S1",6,4.780386735,"qPCR","gaussian","S. aureus (B142S1)","B142S1",47,"B142S1"
"DAR_04_18_1_C1",1,5.046848553,"qPCR","gaussian","S. aureus (DAR04181C1)","DAR04181C1",55,"DAR04181C1"
"DAR_04_18_1_C1",2,4.600335878,"qPCR","gaussian","S. aureus (DAR04181C1)","DAR04181C1",55,"DAR04181C1"
"DAR_04_18_1_C1",3,4.776057021,"qPCR","gaussian","S. aureus (DAR04181C1)","DAR04181C1",55,"DAR04181C1"
"DAR_04_18_1_C1",4,5.408869333,"qPCR","gaussian","S. aureus (DAR04181C1)","DAR04181C1",55,"DAR04181C1"
"DAR_04_18_1_C1",5,5.003952983,"qPCR","gaussian","S. aureus (DAR04181C1)","DAR04181C1",55,"DAR04181C1"
"DAR_04_18_1_C1",6,4.808134476,"qPCR","gaussian","S. aureus (DAR04181C1)","DAR04181C1",55,"DAR04181C1"
"DAR_06_18_1_LC1",1,5.584210576,"qPCR","gaussian","S. aureus (DAR06181LC1)","DAR06181LC1",28,"DAR06181LC1"
"DAR_06_18_1_LC1",2,5.241503278,"qPCR","gaussian","S. aureus (DAR06181LC1)","DAR06181LC1",28,"DAR06181LC1"
"DAR_06_18_1_LC1",3,5.397761025,"qPCR","gaussian","S. aureus (DAR06181LC1)","DAR06181LC1",28,"DAR06181LC1"
"DAR_06_18_1_LC1",4,6.147858237,"qPCR","gaussian","S. aureus (DAR06181LC1)","DAR06181LC1",28,"DAR06181LC1"
"DAR_06_18_1_LC1",5,5.490298549,"qPCR","gaussian","S. aureus (DAR06181LC1)","DAR06181LC1",28,"DAR06181LC1"
"DAR_06_18_1_LC1",6,5.268878946,"qPCR","gaussian","S. aureus (DAR06181LC1)","DAR06181LC1",28,"DAR06181LC1"
"DAR_09_18_1_3",1,0.27350893,"qPCR","gaussian","S. aureus (DAR091813)","DAR091813",31,"DAR091813"
"DAR_09_18_1_3",4,3.648657543,"qPCR","gaussian","S. aureus (DAR091813)","DAR091813",31,"DAR091813"
"DAR_09_18_1_3",5,-0.775100462,"qPCR","gaussian","S. aureus (DAR091813)","DAR091813",31,"DAR091813"
"DAR_09_18_1_3",6,-0.329909609,"qPCR","gaussian","S. aureus (DAR091813)","DAR091813",31,"DAR091813"
"DEU1",1,4.754441261,"qPCR","gaussian","S. aureus (DEU1)","DEU1",52,"DEU1"
"DEU1",2,4.78853652,"qPCR","gaussian","S. aureus (DEU1)","DEU1",52,"DEU1"
"DEU1",3,5.023836917,"qPCR","gaussian","S. aureus (DEU1)","DEU1",52,"DEU1"
"DEU1",4,5.758173703,"qPCR","gaussian","S. aureus (DEU1)","DEU1",52,"DEU1"
"DEU1",5,5.062179409,"qPCR","gaussian","S. aureus (DEU1)","DEU1",52,"DEU1"
"DEU1",6,4.995505178,"qPCR","gaussian","S. aureus (DEU1)","DEU1",52,"DEU1"
"DEU2",1,5.005361502,"qPCR","gaussian","S. aureus (DEU2)","DEU2",50,"DEU2"
"DEU2",2,4.883619253,"qPCR","gaussian","S. aureus (DEU2)","DEU2",50,"DEU2"
"DEU2",3,5.214418105,"qPCR","gaussian","S. aureus (DEU2)","DEU2",50,"DEU2"
"DEU2",4,5.908538186,"qPCR","gaussian","S. aureus (DEU2)","DEU2",50,"DEU2"
"DEU2",5,4.525474234,"qPCR","gaussian","S. aureus (DEU2)","DEU2",50,"DEU2"
"DEU2",6,4.617630353,"qPCR","gaussian","S. aureus (DEU2)","DEU2",50,"DEU2"
"EOE 23",1,4.662055757,"qPCR","gaussian","S. aureus (EOE023)","EOE023",21,"EOE023"
"EOE 23",2,4.413179208,"qPCR","gaussian","S. aureus (EOE023)","EOE023",21,"EOE023"
"EOE 23",3,4.591660495,"qPCR","gaussian","S. aureus (EOE023)","EOE023",21,"EOE023"
"EOE 23",4,5.669160037,"qPCR","gaussian","S. aureus (EOE023)","EOE023",21,"EOE023"
"EOE 23",5,4.387193396,"qPCR","gaussian","S. aureus (EOE023)","EOE023",21,"EOE023"
"EOE 23",6,4.356313137,"qPCR","gaussian","S. aureus (EOE023)","EOE023",21,"EOE023"
"EOE 3",1,4.7664355,"qPCR","gaussian","S. aureus (EOE003)","EOE003",22,"EOE003"
"EOE 3",2,4.979777264,"qPCR","gaussian","S. aureus (EOE003)","EOE003",22,"EOE003"
"EOE 3",3,5.55787587,"qPCR","gaussian","S. aureus (EOE003)","EOE003",22,"EOE003"
"EOE 3",4,5.705638249,"qPCR","gaussian","S. aureus (EOE003)","EOE003",22,"EOE003"
"EOE 3",5,4.017107721,"qPCR","gaussian","S. aureus (EOE003)","EOE003",22,"EOE003"
"EOE 3",6,4.960661859,"qPCR","gaussian","S. aureus (EOE003)","EOE003",22,"EOE003"
"EOE 30",1,5.163331207,"qPCR","gaussian","S. aureus (EOE030)","EOE030",23,"EOE030"
"EOE 30",2,5.260969684,"qPCR","gaussian","S. aureus (EOE030)","EOE030",23,"EOE030"
"EOE 30",3,4.948504462,"qPCR","gaussian","S. aureus (EOE030)","EOE030",23,"EOE030"
"EOE 30",4,5.235279483,"qPCR","gaussian","S. aureus (EOE030)","EOE030",23,"EOE030"
"EOE 30",5,4.437462094,"qPCR","gaussian","S. aureus (EOE030)","EOE030",23,"EOE030"
"EOE 30",6,4.314418491,"qPCR","gaussian","S. aureus (EOE030)","EOE030",23,"EOE030"
"EOE 35",1,4.444753944,"qPCR","gaussian","S. aureus (EOE035)","EOE035",24,"EOE035"
"EOE 35",2,4.818589248,"qPCR","gaussian","S. aureus (EOE035)","EOE035",24,"EOE035"
"EOE 35",3,4.283654129,"qPCR","gaussian","S. aureus (EOE035)","EOE035",24,"EOE035"
"EOE 35",4,5.411951579,"qPCR","gaussian","S. aureus (EOE035)","EOE035",24,"EOE035"
"EOE 35",5,4.167410192,"qPCR","gaussian","S. aureus (EOE035)","EOE035",24,"EOE035"
"EOE 35",6,3.969886049,"qPCR","gaussian","S. aureus (EOE035)","EOE035",24,"EOE035"
"EOE 41",1,4.330034423,"qPCR","gaussian","S. aureus (EOE041)","EOE041",19,"EOE041"
"EOE 41",2,4.675231539,"qPCR","gaussian","S. aureus (EOE041)","EOE041",19,"EOE041"
"EOE 41",3,4.607699674,"qPCR","gaussian","S. aureus (EOE041)","EOE041",19,"EOE041"
"EOE 41",4,5.48305366,"qPCR","gaussian","S. aureus (EOE041)","EOE041",19,"EOE041"
"EOE 41",5,4.925627085,"qPCR","gaussian","S. aureus (EOE041)","EOE041",19,"EOE041"
"EOE 41",6,4.242707728,"qPCR","gaussian","S. aureus (EOE041)","EOE041",19,"EOE041"
"EOE 42",1,4.781626377,"qPCR","gaussian","S. aureus (EOE042)","EOE042",20,"EOE042"
"EOE 42",2,4.755038203,"qPCR","gaussian","S. aureus (EOE042)","EOE042",20,"EOE042"
"EOE 42",3,5.045179643,"qPCR","gaussian","S. aureus (EOE042)","EOE042",20,"EOE042"
"EOE 42",4,5.610116013,"qPCR","gaussian","S. aureus (EOE042)","EOE042",20,"EOE042"
"EOE 42",5,4.376641091,"qPCR","gaussian","S. aureus (EOE042)","EOE042",20,"EOE042"
"EOE 42",6,4.921491535,"qPCR","gaussian","S. aureus (EOE042)","EOE042",20,"EOE042"
"HU25",1,4.814709272,"qPCR","gaussian","S. aureus (HU25)","HU25",49,"HU25"
"HU25",2,4.970925778,"qPCR","gaussian","S. aureus (HU25)","HU25",49,"HU25"
"HU25",3,5.145411192,"qPCR","gaussian","S. aureus (HU25)","HU25",49,"HU25"
"HU25",4,5.890684097,"qPCR","gaussian","S. aureus (HU25)","HU25",49,"HU25"
"HU25",5,5.016548981,"qPCR","gaussian","S. aureus (HU25)","HU25",49,"HU25"
"HU25",6,5.120727636,"qPCR","gaussian","S. aureus (HU25)","HU25",49,"HU25"
"JW 32660_O5",1,4.842719511,"qPCR","gaussian","S. aureus (JW32660O5)","JW32660O5",36,"JW32660O5"
"JW 32660_O5",2,5.53353338,"qPCR","gaussian","S. aureus (JW32660O5)","JW32660O5",36,"JW32660O5"
"JW 32660_O5",3,5.423874475,"qPCR","gaussian","S. aureus (JW32660O5)","JW32660O5",36,"JW32660O5"
"JW 32660_O5",5,5.262105169,"qPCR","gaussian","S. aureus (JW32660O5)","JW32660O5",36,"JW32660O5"
"JW 32660_O5",6,4.420255219,"qPCR","gaussian","S. aureus (JW32660O5)","JW32660O5",36,"JW32660O5"
"JW_30866_O BHY_3",1,4.933580599,"qPCR","gaussian","S. aureus (JW30866OBHY3)","JW30866OBHY3",35,"JW30866OBHY3"
"JW_30866_O BHY_3",2,4.975307872,"qPCR","gaussian","S. aureus (JW30866OBHY3)","JW30866OBHY3",35,"JW30866OBHY3"
"JW_30866_O BHY_3",3,4.736585366,"qPCR","gaussian","S. aureus (JW30866OBHY3)","JW30866OBHY3",35,"JW30866OBHY3"
"JW_30866_O BHY_3",4,5.912373609,"qPCR","gaussian","S. aureus (JW30866OBHY3)","JW30866OBHY3",35,"JW30866OBHY3"
"JW_30866_O BHY_3",5,5.10287746,"qPCR","gaussian","S. aureus (JW30866OBHY3)","JW30866OBHY3",35,"JW30866OBHY3"
"JW_30866_O BHY_3",6,4.746919725,"qPCR","gaussian","S. aureus (JW30866OBHY3)","JW30866OBHY3",35,"JW30866OBHY3"
"JW_31330_L_BHY_2",1,5.057374669,"qPCR","gaussian","S. aureus (JW31330LBHY2)","JW31330LBHY2",37,"JW31330LBHY2"
"JW_31330_L_BHY_2",2,4.787756853,"qPCR","gaussian","S. aureus (JW31330LBHY2)","JW31330LBHY2",37,"JW31330LBHY2"
"JW_31330_L_BHY_2",3,5.295578802,"qPCR","gaussian","S. aureus (JW31330LBHY2)","JW31330LBHY2",37,"JW31330LBHY2"
"JW_31330_L_BHY_2",4,5.842339583,"qPCR","gaussian","S. aureus (JW31330LBHY2)","JW31330LBHY2",37,"JW31330LBHY2"
"JW_31330_L_BHY_2",5,4.797277528,"qPCR","gaussian","S. aureus (JW31330LBHY2)","JW31330LBHY2",37,"JW31330LBHY2"
"JW_31330_L_BHY_2",6,4.733476629,"qPCR","gaussian","S. aureus (JW31330LBHY2)","JW31330LBHY2",37,"JW31330LBHY2"
